waterbody_class,segment_id,win,name,description,basin,part,water_quality_class
Ponds,1302-0006,H- 31-P44-23-P59- 6-P62..P62a,Lake Carmel,entire lake,Lower Hudson River,864,B
Ponds,1302-0007,H- 31-P44-14-P53,Lake Mahopac,entire lake,Lower Hudson River,864,A
Ponds,1302-0009,H- 31-P44-23-P59- 6 (portion 2)/P62,Middle Branch Reservoir,entire reservoir,Lower Hudson River,864,A
Ponds,1302-0010,H- 31-P44,New Croton Reservoir,entire reservoir,Lower Hudson River,864,AA
Ponds,1302-0022,H- 31-P44-23 (portion 4)/P67,West Branch Reservoir,entire reservoir,Lower Hudson River,864,AA
Ponds,1302-0025,H- 31-P44-23..P67..P74,Lake Gleneida,entire lake,Lower Hudson River,864,AA(T)
Ponds,1302-0026,H- 31-P44-23 (portion 2)/P59,Croton Falls Reservoir,entire reservoir,Lower Hudson River,864,A(T)
Ponds,1302-0035,H- 31-P44-26/P103,Titicus Reservoir,entire reservoir,Lower Hudson River,864,AA
Ponds,1302-0042,H- 31-P44,Upper New Croton/Muscoot Reservoir,reservoir above ...,Lower Hudson River,864,A
Ponds,1302-0044,H- 31-P44-14-P50,Amawalk Reservoir,entire reservoir,Lower Hudson River,864,A
Ponds,1302-0045,H- 31-P44-23 (portion 6)/P76,Boyd Corners Reservoir,entire reservoir,Lower Hudson River,864,AA
Ponds,1302-0046,H- 31-P44-24 (portion 2)/P83,Diverting Reservoir,entire reservoir,Lower Hudson River,864,AA
Ponds,1302-0069,H- 31-P44- 1-P45a/P45b,Twin Lakes,total area of both lakes,Lower Hudson River,864,B
Ponds,1302-0078,H- 31-P44-14- 1-P48- 3-P49,Mohansic Lake,entire lake,Lower Hudson River,864,A
Ponds,1302-0080,H- 31-P44-14- 7-P52,Kirk Lake,entire lake,Lower Hudson River,864,B
Ponds,1302-0090,H- 31-P44-17- 6a-P57c,Teakettle Sprout Lake,entire lake,Lower Hudson River,864,B
Ponds,1302-0096,H- 31-P44-23 (portion 8)/P76j,Sagamore Lake,entire lake,Lower Hudson River,864,B
Ponds,1302-0109,H- 31-P44-23-P59- 6-P62..P62a..P63,Stump Pond,entire lake,Lower Hudson River,864,B
Ponds,1302-0112,"H- 31-P44-23-P59- 6-P62..P65,P65a","Browns Pond, Dutchess Lake",total area of both lakes,Lower Hudson River,864,B
Ponds,1302-0114,H- 31-P44-23..P67..P69toP,"Long Pond, Dixon Lake, Lockwood Pond",total area of all three lakes,Lower Hudson River,864,B
Ponds,1302-0116,H- 31-P44-23..P67..P72,Pine Pond,entire lake,Lower Hudson River,864,B
Ponds,1302-0120,H- 31-P44-23..P76..P76a/e,"Leetown Pond, Lake Winham, L.Buck Mt.Pd.",total area of all three lakes,Lower Hudson River,864,B
Ponds,1302-0122,H- 31-P44-23..P79,White Pond,entire lake,Lower Hudson River,864,A
Ponds,1302-0123,H- 31-P44-23..P80,Black Pond,entire lake,Lower Hudson River,864,A
Ponds,1302-0128,H- 31-P44-24- P89- 7-P92,Haines Pond,entire lake,Lower Hudson River,864,B
Ponds,1302-0130,H- 31-P44-24-19-P94,Little Pond,entire lake,Lower Hudson River,864,B
Ponds,1302-0132,"H- 31-P44-24-25..P97c,P97d,P98,P99b","Mendel P, Wonder L, Ice P, Brewster P",total area of all four lakes,Lower Hudson River,864,B
Ponds,1302-0142,H- 31-P44-35-P109-11-P120,Pea Pond,entire lake,Lower Hudson River,864,C
Ponds,1302-0145,H- 31-P44-36-P124h,Gilmore Pond,entire lake,Lower Hudson River,864,B
Ponds,1302-0147,H- 31-P44-43-P127,Howlands Lake,entire lake,Lower Hudson River,864,B
Ponds,1303-0013,H- 89- 2-P226a,Browns Pond Reservoir,entire reservoir,Lower Hudson River,862,A
Ponds,1303-0019,H- 89- 7-10-P231f,Lake Frederick,entire lake,Lower Hudson River,862,B
Ponds,1303-0021,H- 89-12-P234,Beaver Dam Lake,entire lake,Lower Hudson River,862,B
Ponds,1303-0023,H- 89-17-P239d,Orange Rockland Lake,entire lake,Lower Hudson River,862,B
Ponds,1303-0024,H- 89-19-P240d,Tomahawk Lake,entire lake,Lower Hudson River,862,B
Ponds,1304-0018,H- 95- 5- 3a-P345i,Barrett Pond,entire lake,Lower Hudson River,862,C
Ponds,1304-0033,"H- 95-19-P353,P354","Whaley Lake, Little Whaley Lake",total area of both lakes,Lower Hudson River,862,B
Ponds,1305-0002,H-101-18-13-P378,Silver Lake,entire lake,Lower Hudson River,857,AA(T)
Ponds,1305-0003,H-101-18-11-P375,Long Pond,entire lake,Lower Hudson River,857,AA
Ponds,1305-0010,"H-101-P408,P409,P410","Thompson, Stissing, Mud/Twin Isl Ponds",total area of all three lakes,Lower Hudson River,857,B
Ponds,1305-0017,H-101- 4- 2- 1-P366b,Lake Onida,entire lake,Lower Hudson River,857,B
Ponds,1306-0003,H-139-14 (portion 5)/P815a,Rondout Reservoir,entire reservoir,Lower Hudson River,862,AA(TS)
Ponds,1306-0036,"H-139- 7-P449-P452,P452,P452a","Third, First Binnewater Lakes, Twin Lk",total area of all three lakes,Lower Hudson River,855,A
Ponds,1306-0037,H-139-13 (portion 1)/P453a,Sturgeon Pond,entire lake,Lower Hudson River,855,B
Ponds,1306-0060,"H-139-13-19-28-P491,P492",Shawangunk Lake/Highland Lake,total area of both lakes,Lower Hudson River,855,AA
Ponds,1306-0073,H-139-13-51-P579a,Silver Lake,entire lake,Lower Hudson River,855,B
Ponds,1306-0076,H-139-13-53-P623,Goshen Reservoir,entire reservoir,Lower Hudson River,855,AA
Ponds,1306-0083,H-139-13-61- 9-P698,Wickham Lake,entire lake,Lower Hudson River,855,B
Ponds,1306-0095,H-139-14- 5-P770,Fourth Binnewater Lake,entire lake,Lower Hudson River,855,B
Ponds,1306-0102,H-139-14-16-P781,Awosting Lake,entire lake,Lower Hudson River,855,AA(T)
Ponds,1306-0105,H-139-14-18-P783,Lyonsville Pond,entire lake,Lower Hudson River,855,C
Ponds,1306-0111,H-139-14-35- 1-P789a,Lyons Lake,entire lake,Lower Hudson River,855,A
Ponds,1306-0119,H-139-14-38- 3- 4-P799,Upper Ulster Lake,entire lake,Lower Hudson River,855,B(T)
Ponds,1306-0120,H-139-14-38- 3-P797a,Ulster Lake,entire lake,Lower Hudson River,855,B
Ponds,1306-0124,H-139-14-38-P807,Silver/Woods Lake,entire lake,Lower Hudson River,855,B
Ponds,1307-0004,H-171 (portion 3)/P848,Ashokan Reservoir,entire reservoir,Lower Hudson River,862,AA(T)
Ponds,1307-0020,"H-171-17 P837,P838a",Kingston Reservoirs 1 and 2,total area of both reservoirs,Lower Hudson River,861,B(T)
Ponds,1307-0022,H-171-17-21-P839,Cooper Lake,entire lake,Lower Hudson River,861,A
Ponds,1307-0027,H-171-30-P846,Stone Ridge Pond,entire lake,Lower Hudson River,861,C
Ponds,1307-0032,H-171/P848-42-P853,Yankeetown Lake,entire lake,Lower Hudson River,862,B
Ponds,1308-0003,H-188-P902,Robinson Pond,entire lake,Lower Hudson River,863,B(T)
Ponds,1308-0014,H-188-18-P869,Lake Taghanic,entire lake,Lower Hudson River,863,B(TS)
Ponds,1308-0019,H-188-56-P891,Miller Pond,entire lake,Lower Hudson River,863,B
Ponds,1309-0001,H-193-29-P950a,Basic Creek Reservoir,entire reservoir,Lower Hudson River,863,A
Ponds,1309-0017,H-193- 2-P921,"South Lake, North Lake",total area of both lakes,Lower Hudson River,863,B
Ponds,1309-0024,H-193- 9- 2-P925a,Potuck Reservoir,entire reservoir,Lower Hudson River,863,A
Ponds,1309-0025,H-193- 9- 4-P934a,Beaver Dam Pond,entire lake,Lower Hudson River,863,C
Ponds,1309-0031,H-193-41-P954,Myosotis Lake,entire lake,Lower Hudson River,863,A
Ponds,1309-0034,H-193-56-P957,Crystal Lake,entire lake,Lower Hudson River,863,B
Ponds,1309-0035,H-193-P960b,The Vlaie,entire lake,Lower Hudson River,863,B
Ponds,1310-0002,H-204- 2- 7-P24,Kinderhook Lake,entire lake,Lower Hudson River,863,B
Ponds,1310-0009,H-204- 2- 9- 1-P42,Smith Pond,entire lake,Lower Hudson River,863,C
Ponds,1310-0034,H-204- 2-14-P59,Bachus Pond,entire lake,Lower Hudson River,863,C
Ponds,1310-0040,H-204- 2-30-P79,Taplin Pond,entire lake,Lower Hudson River,863,C
Ponds,1310-0054,H-204- 3- 8- 8-P98c,Churchtown Reservoir,entire reservoir,Lower Hudson River,863,A(T)
Ponds,1311-0001,H-221- 4 (portion 3)/P270,Watervliet Reservoir,entire reservoir,Lower Hudson River,863,A
Ponds,1311-0006,H-221- 4-P270- 1- 9-P276a,Duane Lake,entire lake,Lower Hudson River,863,B
Ponds,1311-0007,H-221- 4-P270- 1- 1- 2-P274,Thompsons Lake,entire lake,Lower Hudson River,863,A(T)
Ponds,1401-0125,D-53-1-P240a,Jefferson Lake,entire lake,Delaware River,815,B
Ponds,1401-0002,D-10 (portion 5)/P108a,Swinging Bridge Reservoir,entire lake,Delaware River,815,B
Ponds,1401-0007,D-16- 9- P173,Big Mohican Lake,entire lake,Delaware River,815,B
Ponds,1401-0008,D-37- 8-P216,Lake Huntington,entire lake,Delaware River,815,B(T)
Ponds,1401-0014,D-53-1-14-P241,Briscoe Lake/Segar Pond,entire lake,Delaware River,815,B
Ponds,1401-0024,D- 5- P73- 2- P75,Big Pond,entire lake,Delaware River,815,B
Ponds,1401-0035,"D-10-11- 2-P89,P89a,P90","Forest Glen, McAuleys, Shilling Lakes",total area of all three lakes,Delaware River,815,B
Ponds,1401-0036,D-10-11- 2-P92,Ruddick Pond,entire lake,Delaware River,815,B
Ponds,1401-0039,D-10-11-P96,Saint Josephs Lake,entire lake,Delaware River,815,B
Ponds,1401-0041,D-10-14-P98,Lebanon Lake,entire lake,Delaware River,815,B
Ponds,1401-0046,D-10-15-P100a,Toronto Reservoir,entire lake,Delaware River,815,B
Ponds,1401-0048,D-10-15-P100a-4-P101,Toronto/Iroquois Lake,entire lake,Delaware River,815,B
Ponds,1401-0049,D-10-15-P100a-5-P102,Indian Field Pond,entire lake,Delaware River,815,B
Ponds,1401-0050,"D-10-15-P103,P103a",Black/Little Black Lakes,total area of both lakes,Delaware River,815,B
Ponds,1401-0051,D-10-15-P103-1-P104,Lake Superior,entire lake,Delaware River,815,B
Ponds,1401-0052,D-10-15-P103-1-P104-1-P105,Mallory Pond,entire lake,Delaware River,815,B
Ponds,1401-0054,D-10-15-P103-2-2-P107a,Filippini Pond,entire lake,Delaware River,815,B
Ponds,1401-0056,D-10-16-P111/P109,Sackett/Birchwood Lakes,total area of both lakes,Delaware River,815,B
Ponds,1203-0075,"H-240-180..P925,P926,P927","Sampson Bog, Sampson Lake, Bullhead Pond",total area of all three lakes,Mohawk River,880,C(T)
Ponds,1203-0076,H-240-180..P929,Mud Lake,entire lake,Mohawk River,880,FP
Ponds,1203-0078,H-240-180..P929..P931,West Lake,entire lake,Mohawk River,880,FP
Ponds,1203-0080,"H-240-180..P929..P936,P937","Whitney Lake, Puddle Hole Pond",total area of both lakes,Mohawk River,880,C(T)
Ponds,1301-0008,H- 94- 6-P340,Orange Lake,entire lake,Lower Hudson River,862,B
Ponds,1301-0025,H-235-P386,Burdens Lake,entire lake,Lower Hudson River,863,B
Ponds,1301-0034,H- 55-P183e,Lake Tibet,entire lake,Lower Hudson River,864,B
Ponds,1301-0035,H- 55- 8-P175,Oscawana Lake,entire lake,Lower Hudson River,864,A
Ponds,1301-0037,H- 55-18-P183a,Roaring Brook Lake,entire lake,Lower Hudson River,864,B
Ponds,1301-0053,H- 49a-P160,Lake Meahaugh,entire lake,Lower Hudson River,864,C
Ponds,1301-0056,H- 61- 2-P184b thru j,"Queensboro Lk, Turkey Hill Pd, others",total area of selected lakes,Lower Hudson River,862,A
Ponds,1301-0059,H-202-P8f,Sleepy Hollow Lake,entire lake,Lower Hudson River,863,A
Ponds,1301-0102,H-  4-17-P15b,Tarrytown Reservoir,entire reservoir,Lower Hudson River,859,A
Ponds,1301-0103,H-  4-P12,Woodlands Lake,entire lake,Lower Hudson River,859,A
Ponds,1301-0123,H- 43- 1-11- 9-P150d,Breakneck Pond,entire lake,Lower Hudson River,864,AA
Ponds,1301-0124,H- 43- 1-11-P150c,Lake Welch,entire lake,Lower Hudson River,864,A
Ponds,1701-0053,(MW8.3a) MDB-230-P994,Milburn Pond,entire lake,Atlantic Ocean/Long Island Soun,885,C
